iteration,start_flag,x,y,raw_angle,distance,quality
1,0,-3233.214257,1197.927198,159.67,3448,188
1,0,0,0,160.263,0,0
1,0,0,0,160.582,0,0
1,0,-3086.925738,1084.838,160.637,3272,188
1,0,0,0,161.224,0,0
1,0,0,0,161.548,0,0
1,0,-3150.122006,1048.394653,161.592,3320,188
1,0,0,0,162.186,0,0
1,0,0,0,162.51,0,0
1,0,-3041.435191,955.5186955,162.559,3188,188
1,0,-3084.835635,950.6698184,162.872,3228,188
1,0,0,0,163.471,0,0
1,0,-3133.665778,927.3417865,163.515,3268,188
1,0,0,0,164.108,0,0
1,0,0,0,164.432,0,0
1,0,-3106.473756,862.5524945,164.482,3224,188
1,0,-3072.539656,835.0784776,164.795,3184,188
1,0,-3085.030279,819.4218554,165.125,3192,188
1,0,-3089.376567,802.8800834,165.432,3192,188
1,0,-3124.966595,792.9437426,165.762,3224,188
1,0,0,0,166.355,0,0
1,0,-3176.42219,768.2226714,166.404,3268,188
1,0,-3141.654541,741.6136084,166.718,3228,188
1,0,-3141.899875,722.9392607,167.042,3224,188
1,0,-3188.73509,715.39676,167.355,3268,188
1,0,0,0,167.959,0,0
1,0,-3157.42531,671.3042613,167.997,3228,188
1,0,-3082.893892,636.921697,168.327,3148,188
1,0,-3047.110944,612.1918785,168.64,3108,188
1,0,-3050.524069,594.9511757,168.964,3108,188
1,0,-3053.728682,578.2777324,169.277,3108,188
1,0,-3053.07428,559.9584276,169.607,3104,188
1,0,-3095.470268,550.2724974,169.92,3144,188
1,0,-3138.010492,539.2088203,170.25,3184,188
1,0,-3136.908803,521.7309303,170.557,3180,188
1,0,-3104.316106,497.9533232,170.887,3144,188
1,0,-3067.460896,474.8680358,171.2,3104,188
1,0,0,0,171.804,0,0
1,0,0,0,172.123,0,0
1,0,-3075.038158,423.0323017,172.167,3104,188
1,0,-3081.3823,405.8905275,172.496,3108,188
1,0,-3079.585104,388.5506217,172.809,3104,188
1,0,-3077.800548,370.329294,173.139,3100,188
1,0,-3079.777677,353.5101949,173.452,3100,188
1,0,-3085.703901,336.5225662,173.776,3104,188
1,0,-3087.496231,319.6607968,174.089,3104,188
1,0,-3089.286124,301.8728914,174.419,3104,188
1,0,-3086.90601,284.624812,174.732,3100,188
1,0,-3088.494122,266.8408871,175.062,3100,188
1,0,0,0,175.649,0,0
1,0,0,0,175.974,0,0
1,0,0,0,176.292,0,0
1,0,0,0,176.611,0,0
1,0,0,0,176.935,0,0
1,0,0,0,177.253,0,0
1,0,0,0,177.572,0,0
1,0,0,0,177.896,0,0
1,0,0,0,178.215,0,0
1,0,0,0,178.533,0,0
1,0,0,0,178.857,0,0
1,0,0,0,179.176,0,0
1,0,0,0,179.5,0,0
1,0,0,0,179.819,0,0
